x,y,z
16,15.08129,c
10,17.087,b
15,10.12031,b
5,4.763985,b
11,18.40736,a
14,1.702491,b
7,1.622044,c
11,5.021412,a
5,15.65814,b
14,1.918226,a
13,16.47592,a
18,16.04414,b
6,0.1646032,a
16,10.07232,a
6,12.65527,b
2,9.459606,c
2,16.63985,c
1,18.75578,b
5,1.2132,b
16,16.70298,a
5,9.486786,c
4,3.025047,c
19,12.96651,c
16,13.16882,a
14,18.77158,b
2,5.921563,c
13,16.0782,a
3,17.79975,b
18,5.536342,c
10,17.59128,b
12,13.95408,c
7,10.0784,c
1,6.074577,b
4,14.76028,a
12,10.74045,a
1,8.56355,c
19,11.48031,a
14,12.74146,b
11,3.072482,b
18,3.519204,b
18,14.97649,c
18,16.98558,b
14,4.422823,c
5,8.955647,a
18,14.06022,b
9,11.35779,b
11,11.74269,c
12,16.87504,b
13,18.49885,b
18,13.14756,a
16,12.14952,b
15,16.84866,a
1,17.19056,a
16,7.012088,a
17,17.20997,c
6,12.23217,b
0,16.57379,c
15,3.398165,a
10,14.90331,b
0,0.5090831,c
11,6.855531,b
7,0.1115028,b
1,1.813352,b
10,6.683155,c
7,6.492586,c
7,17.96243,c
3,13.45805,a
1,16.96687,a
18,15.36181,b
17,13.79272,c
18,0.6196166,c
13,10.32889,a
1,1.110288,a
15,9.900802,a
15,12.68013,b
5,14.49042,b
4,1.140247,b
14,17.88861,c
15,0.1843821,c
14,4.445337,a
16,14.34934,b
1,12.90875,a
15,7.250664,b
12,6.070312,b
8,15.2165,c
15,17.39305,b
2,6.086229,c
3,7.604096,a
10,18.11033,c
12,14.5943,c
14,0.09808799,b
2,9.768707,a
1,18.2665,b
12,12.22153,b
12,2.298491,c
4,11.96374,b
17,19.96412,b
13,15.46739,a
5,19.07024,c
13,12.33885,a
15,15.05664,a
2,9.138402,a
16,18.00292,a
16,4.180301,b
14,11.58691,a
12,7.702055,b
17,2.748925,b
17,1.710424,c
13,6.122203,b
9,10.03864,a
6,14.99096,b
12,2.201313,a
2,5.836135,c
6,7.759016,b
14,17.96509,a
10,4.428846,c
6,15.14865,c
18,11.85357,b
10,14.39515,a
8,0.6765628,b
3,9.128802,c
2,0.1474586,c
0,14.37668,c
9,5.868334,b
6,10.52346,c
16,2.014912,c
15,9.987425,c
5,17.29076,a
7,3.651793,c
12,10.68581,a
4,2.811586,a
17,7.494305,c
16,14.7272,b
15,13.08045,c
18,19.25422,b
0,14.06453,b
1,15.116,c
18,10.11043,c
8,11.34486,c
19,4.386603,b
12,14.49246,a
12,4.154217,a
11,19.3508,a
11,14.15488,a
16,14.65519,c
3,14.2756,a
18,19.69601,b
8,19.85562,b
2,3.421824,c
3,5.471814,c
0,8.96947,a
16,13.62597,b
7,17.01787,a
15,19.55762,b
2,10.63686,a
6,15.37532,b
10,6.63157,c
14,7.477647,a
16,16.36992,a
18,13.02907,a
5,13.51537,c
4,15.20829,a
3,16.97772,c
7,11.22057,b
1,16.46899,a
10,1.804766,c
15,0.01335026,b
19,6.146163,b
3,9.08072,a
4,0.6699567,c
6,9.208018,b
4,2.193134,a
17,17.95842,b
7,4.366404,a
7,2.326309,a
16,14.19858,a
11,18.38402,c
16,18.30691,c
5,17.59327,c
14,8.850098,a
15,9.18462,c
7,9.372496,c
10,8.017676,c
5,7.132686,b
6,8.442408,b
16,10.47375,a
2,4.493926,b
4,13.99841,a
12,18.58633,a
19,18.18893,c
14,11.5565,c
14,18.68202,c
6,19.37337,a
15,17.22136,c
19,16.64078,c
8,16.9801,a
5,2.284904,b
6,18.23813,a
18,18.77013,a
5,12.37087,a
11,19.50184,c
16,3.401373,c
10,9.375528,c
15,17.57582,b
18,0.7351828,b
0,8.357459,b
8,19.17482,a
5,18.06879,a
1,6.763531,b
4,2.839954,b
3,3.229899,b
17,19.4678,c
14,5.937827,a
13,5.701591,c
16,14.48554,b
8,16.69095,a
0,5.692113,b
19,10.80804,b
1,16.77994,c
19,17.97414,b
9,7.978956,c
5,19.16562,c
18,8.112168,c
4,18.8084,c
12,8.196375,b
15,12.45109,b
11,0.7145456,c
1,18.28752,c
19,5.575042,a
9,10.68596,b
16,3.896575,b
19,15.15874,a
11,3.860481,a
15,6.400791,c
19,11.75744,a
3,15.61683,c
7,2.642104,b
3,17.45994,c
13,9.760739,c
10,3.44491,c
8,17.21264,c
0,11.75816,b
6,15.56193,b
0,11.87494,b
3,4.371581,c
7,10.68919,c
16,7.320141,a
17,17.12421,b
12,2.151552,b
6,8.066391,a
18,16.90435,c
13,19.50133,a
13,3.394667,a
11,1.170205,b
6,17.26979,b
17,0.2170148,c
13,11.27474,c
2,15.21791,a
12,16.73893,b
5,8.668074,a
5,13.32285,a
12,13.77885,a
14,11.77763,a
7,4.393812,b
6,14.22342,a
0,4.677949,a
17,19.1857,b
19,10.86478,b
13,2.851847,c
3,5.542997,b
15,17.36392,c
10,8.835292,c
5,16.23517,a
17,18.41397,a
2,5.096243,a
10,9.23106,b
17,2.125478,b
5,13.35799,b
17,7.523117,b
5,1.188584,a
13,16.52123,a
9,5.374969,c
15,8.669114,c
11,0.7583911,a
16,0.7681991,c
5,17.33146,b
19,18.96317,a
18,13.39266,a
8,3.17436,a
13,12.08907,b
17,17.37815,c
18,11.50182,a
19,18.73882,c
6,17.80251,c
17,8.575601,a
11,15.46363,b
10,17.26158,a
10,3.66496,a
10,15.79719,a
13,5.76493,a
13,6.712102,b
4,0.5160115,a
18,10.43995,c
10,7.715733,a
6,18.51175,a
12,1.82622,a
4,2.190576,c
13,3.538483,a
14,5.247699,a
13,16.7333,b
19,8.684942,a
17,13.83187,c
18,12.23687,a
17,3.899147,b
2,6.290195,c
2,16.39734,b
4,7.743121,b
1,17.25619,c
5,7.514977,a
12,10.05455,a
7,2.442975,b
16,18.42982,b
11,3.982424,c
2,9.781404,b
3,3.021486,b
1,17.74804,c
6,0.2234014,b
0,8.467691,b
9,11.70407,c
17,2.425084,c
15,13.71956,c
0,16.91352,c
4,1.151567,b
17,16.69106,b
9,9.452448,c
13,8.147475,b
10,2.04631,b
1,10.69736,a
10,10.62359,c
17,5.24927,a
2,17.14033,c
18,18.93182,b
12,11.23462,c
3,16.54533,a
17,2.323525,c
10,19.53004,b
8,6.963597,b
7,4.684476,b
1,3.295524,a
3,6.147906,a
19,18.62441,c
12,4.015988,b
10,10.91609,c
1,9.67793,a
11,2.319807,b
14,0.2718646,a
3,2.327546,b
3,17.01682,a
9,8.055932,c
10,1.700269,c
18,16.80853,c
14,13.34869,b
9,6.062514,c
3,5.323395,a
8,16.104,c
0,5.154102,a
18,0.2343696,a
12,16.23486,a
5,2.279705,c
13,6.022685,a
15,12.41387,c
3,3.078995,c
17,11.53925,b
4,7.082069,c
18,17.60983,b
9,11.7486,c
13,14.76044,a
14,5.223204,a
15,0.5004667,b
14,14.21583,a
13,0.4303161,c
19,15.70042,a
8,7.532573,b
11,12.25341,c
12,9.575824,c
8,14.87162,a
16,10.66154,c
7,6.577225,b
15,16.61488,b
9,12.00201,c
5,9.577383,c
5,11.14038,c
12,5.117159,c
17,12.30693,c
19,13.85301,b
0,12.74106,a
4,1.846755,b
4,14.83224,c
19,10.91777,b
17,3.471638,a
16,19.4033,b
10,14.28103,b
3,5.450924,a
1,16.63446,c
16,13.41752,c
12,15.70617,c
10,17.93537,a
12,14.5538,c
8,19.48765,b
14,5.658685,c
16,2.642852,a
0,5.688713,c
16,18.78112,b
6,11.4451,c
18,1.069957,c
15,1.300739,a
6,4.672998,c
8,11.38324,b
18,2.85695,a
11,17.63001,a
10,5.26212,b
5,14.93865,a
6,18.99545,a
3,7.939693,b
3,4.358004,b
1,12.05953,b
10,3.687608,a
6,7.733827,c
14,11.62551,a
0,2.526069,a
1,8.031704,c
1,2.244652,b
3,3.960559,b
1,8.344252,c
1,15.86629,a
17,18.14627,c
0,10.53599,b
19,11.5048,b
12,16.41774,a
13,6.581528,a
3,17.81051,b
6,15.05077,a
0,17.86593,b
4,13.16023,c
0,5.638159,c
14,3.17671,c
16,17.97109,b
7,7.484863,c
10,13.53544,c
11,5.413614,a
15,19.80434,b
12,19.98175,b
9,14.24879,c
11,9.880817,c
18,6.758927,c
16,8.990183,c
10,1.53078,c
13,15.8016,b
7,2.509638,c
17,1.157123,c
9,11.64246,c
13,10.61038,a
15,0.6544343,b
14,14.68675,a
2,8.710444,a
1,0.3691138,b
18,4.904308,a
19,2.646508,a
4,0.6473153,c
10,10.70734,b
2,10.85968,a
8,17.55644,c
1,19.52206,b
5,10.94124,c
7,14.83453,b
6,15.02252,a
1,6.957392,a
5,5.218905,a
2,18.14977,a
0,19.91448,b
4,19.98411,a
3,13.28533,b
8,12.47101,b
12,16.91824,a
0,9.677908,b
0,5.705825,c
8,14.54394,b
17,11.56363,b
16,16.11271,a
3,15.85336,a
1,8.682563,c
0,14.36149,a
15,6.580905,c
12,14.08654,b
10,0.2741081,c
14,19.22131,c
6,8.379812,b
8,13.19208,b
13,13.61952,b
7,2.47691,b
13,12.74775,b
19,3.634526,c
19,5.046471,a
15,1.921016,b
13,12.02842,b
2,11.54428,b
11,3.92503,b
16,4.873195,a
1,13.88428,b
6,19.31596,c
12,13.49032,c
12,13.62729,b
9,4.696468,c
0,7.054001,c
14,15.80173,b
5,16.90711,c
5,5.403324,a
14,18.11695,a
3,1.557751,b
1,13.76967,b
7,6.679414,b
13,17.85264,c
6,12.02814,a
8,9.249515,a
3,2.95836,c
1,2.064932,b
10,15.97496,a
1,11.01146,a
12,7.703541,b
7,7.552688,c
9,12.35703,a
19,5.481939,c
14,6.317425,a
11,1.391953,a
13,0.9638144,a
12,9.47874,c
6,9.531434,a
14,6.128169,c
7,8.809283,b
3,10.92342,a
4,3.150788,c
18,1.978586,c
11,3.265351,a
15,7.69924,c
18,5.234133,b
14,2.670501,a
1,0.8330482,a
18,10.20295,a
3,13.02858,b
9,18.75474,c
4,5.330117,a
3,11.46856,c
7,2.199795,b
3,7.438821,c
10,1.050318,c
10,5.707864,a
5,8.651356,b
1,6.587698,a
15,19.07023,b
14,7.329699,c
12,11.59537,a
12,5.375783,b
10,19.73652,c
16,15.34681,b
18,2.534549,a
2,6.028417,b
4,15.63427,b
11,2.48673,a
6,14.9096,a
11,5.635983,b
4,13.907,b
0,5.89957,a
2,1.027085,c
15,7.404243,a
13,5.517806,c
13,3.522398,c
5,0.4582338,a
0,16.33453,b
18,0.3523441,b
10,8.692414,b
5,6.642666,a
18,9.861323,c
7,0.4174565,b
8,8.116415,c
15,6.181188,c
11,11.08658,b
7,17.56145,b
4,11.44456,b
0,17.8181,a
1,19.84527,c
10,18.77298,a
17,6.097739,c
19,17.10041,c
15,1.462833,c
19,4.480826,b
9,3.787288,c
1,12.68687,b
15,19.2471,b
19,3.073171,b
8,1.035025,a
6,19.14322,c
8,0.6057687,b
10,14.3731,b
7,10.74233,a
4,16.03759,b
3,8.725312,b
8,13.95133,b
1,3.538773,c
11,3.163962,c
11,2.940817,a
8,15.55552,b
5,9.977834,c
5,15.18562,b
4,0.1108696,a
1,3.948311,a
7,15.85902,a
2,4.897204,b
16,11.8975,b
7,13.22691,a
0,1.756597,a
12,6.903467,c
15,12.09617,a
15,18.96856,c
14,13.51631,b
10,12.40482,b
4,0.1269874,a
1,0.3278612,c
0,16.98646,c
2,10.00551,b
13,2.658905,a
11,14.80697,c
13,14.96627,c
12,11.04566,b
9,10.72329,a
6,14.67404,a
13,0.5446551,c
6,15.44333,c
8,16.83413,c
10,8.792689,a
1,16.45025,a
2,12.23043,a
11,8.453244,b
9,8.221054,b
8,0.4552878,b
9,6.164494,b
9,6.252522,c
15,9.983663,b
8,4.296735,b
10,5.521699,a
10,8.436001,c
2,12.642,c
1,3.408895,a
4,7.556887,a
15,7.883171,c
17,10.72726,a
1,19.55643,b
3,1.960074,b
11,4.314943,b
7,17.91823,c
18,16.33332,a
19,16.35536,c
13,7.768596,c
8,4.924343,b
19,11.43572,b
11,3.510229,a
13,12.51472,b
13,16.01827,c
7,18.95637,b
11,4.447222,b
6,12.63082,b
1,3.723322,a
12,8.055312,a
6,11.63741,b
11,2.706929,a
13,18.29031,b
16,8.237533,b
10,15.23462,a
9,4.256236,a
13,7.971848,c
16,11.94009,b
19,14.44713,b
11,18.67257,c
8,11.26046,b
17,15.37285,b
12,16.72701,a
19,8.755499,c
12,11.2627,a
19,8.753046,b
16,6.641717,b
8,16.04942,c
0,6.411917,b
17,4.786583,c
17,11.18662,c
11,17.28498,b
16,9.969653,a
17,11.5461,c
5,10.45601,c
6,11.88625,b
8,18.92682,b
0,7.758128,c
19,11.50349,c
11,9.722321,b
0,9.829461,c
9,8.822323,c
9,6.857037,a
5,1.211092,b
1,11.01667,c
1,11.16975,c
11,0.2871098,c
8,11.42211,b
7,13.20232,a
8,18.92509,b
12,0.8083215,a
19,5.526999,c
16,18.26322,c
15,5.726313,c
5,15.28362,a
12,19.24839,a
16,0.9482797,b
1,4.167205,c
10,16.83851,a
18,0.380441,b
3,6.924876,c
4,1.062629,a
15,7.981755,a
1,11.16424,a
14,4.216191,b
19,7.728068,b
1,17.56497,b
18,13.65258,a
16,3.404473,c
8,18.89645,a
3,14.76927,b
9,5.152548,b
15,3.071279,c
11,14.10983,b
0,7.011432,c
19,12.9079,b
12,9.265376,c
10,10.1208,b
7,11.63361,b
1,8.487601,b
0,2.755352,a
13,19.07639,b
14,10.80854,c
7,6.893954,c
6,7.458929,c
19,8.313166,a
12,7.071503,c
16,0.9183798,a
17,11.65774,a
19,14.578,a
17,18.51011,c
10,18.00532,b
10,19.72329,a
3,17.34334,a
17,9.655477,c
5,2.356417,a
7,14.10432,b
7,3.531739,b
19,3.763398,b
4,0.8701979,a
19,7.228842,c
14,18.25414,a
18,19.50709,a
6,18.51489,a
9,1.298418,b
16,4.257484,c
15,5.238807,b
19,9.959576,a
10,12.44349,c
16,19.65811,c
13,19.8484,c
0,3.913497,b
7,0.8400828,a
10,10.39128,c
2,14.05337,a
3,3.962751,b
0,5.26193,a
19,7.228827,c
11,0.7315167,c
13,7.136049,b
12,8.43504,a
6,8.424571,c
8,5.567922,c
1,14.35314,c
11,0.2085926,c
10,13.73243,b
11,9.509013,c
11,4.938442,b
4,11.39159,c
11,7.621961,a
9,15.46132,a
8,6.467097,b
8,6.504686,c
12,9.12239,c
3,6.512151,c
8,12.67143,a
1,5.399842,a
8,11.62487,a
7,18.64561,c
7,5.566573,b
1,14.99074,b
18,8.396685,c
8,2.600023,a
14,16.46498,b
6,10.27518,b
13,4.408956,a
1,17.47833,a
6,7.679965,c
6,2.483113,b
12,15.03796,a
16,15.37385,a
2,3.986187,a
10,3.442229,b
8,12.41676,a
18,14.4439,b
8,14.83899,c
7,6.228726,a
15,14.87776,c
19,14.41431,a
6,1.869197,c
13,19.36527,c
8,14.40399,b
11,0.8111386,b
15,4.514858,b
0,7.008495,c
15,14.67468,a
18,12.29493,a
3,19.24476,a
9,3.877952,a
18,11.78248,a
18,19.32157,a
4,15.38161,a
6,8.453374,c
3,1.280583,b
15,4.223309,a
19,1.640005,b
14,0.8019257,a
11,18.85321,a
1,2.532809,a
10,0.3139921,b
12,19.36951,c
4,11.47506,c
4,7.042517,a
6,10.90815,b
7,18.05183,b
7,1.58755,b
6,19.37327,a
1,7.578366,b
14,6.631767,a
13,3.079342,a
9,19.55956,a
9,10.46616,a
5,8.713843,b
11,2.09101,c
3,18.19546,b
3,19.17428,b
9,1.054138,a
16,18.99445,a
6,6.261429,a
18,4.400497,c
17,19.31674,c
18,1.986971,b
0,16.9996,b
6,16.06944,b
11,16.86976,a
15,17.86289,c
3,1.36592,b
16,17.22129,b
3,6.482557,b
9,2.881667,c
10,8.711547,a
5,7.555985,a
6,17.02815,b
16,8.440905,b
13,19.6454,b
3,15.02689,c
5,18.90185,c
14,4.402312,a
17,14.13969,c
14,2.1207,a
15,6.8962,a
0,1.532475,a
10,11.03056,c
12,19.04308,b
15,5.733805,c
13,17.77472,c
5,14.57352,a
17,12.72986,c
18,16.0997,c
6,11.3834,a
5,0.5849069,b
4,2.816951,c
4,13.59109,c
14,7.39426,b
17,0.2978334,a
10,4.16381,a
7,1.086987,a
8,17.70553,c
12,10.92819,a
0,8.681672,b
19,17.73683,b
12,17.2629,c
7,1.357623,a
16,12.26751,c
12,16.34882,c
4,17.27017,b
10,0.06152206,b
19,17.43288,b
0,15.48517,a
18,12.00088,a
13,3.812114,b
7,10.77477,c
8,5.976582,c
10,13.61709,b
14,8.150535,b
19,17.21594,c
14,18.51531,b
7,11.28799,c
3,10.66787,b
3,1.478606,a
9,7.518421,b
6,5.256884,c
0,17.4397,b
2,6.620493,c
8,2.488591,b
6,17.51711,b
0,10.69817,b
3,1.914868,b
10,9.575689,c
14,17.75777,c
18,4.946027,a
0,18.09546,b
14,11.55691,b
13,9.911214,b
13,13.44464,b
17,16.01539,a
12,17.9427,a
14,5.497316,c
8,13.57041,a
0,1.727346,a
12,4.021256,a
5,13.17907,c
16,17.31494,b
4,16.73374,a
5,18.0561,a
6,2.822715,b
15,17.80564,c
10,12.41767,c
3,16.39239,a
18,10.68695,c
3,15.12685,c
8,3.076738,c
12,2.813409,c
1,19.61234,a
1,2.109502,c
3,12.54779,b
14,13.68896,b
11,3.137354,a
10,7.128861,c
19,19.0229,a
19,18.91794,b
14,4.604496,b
18,14.1436,a
8,8.901538,a
4,2.621812,b
2,9.056984,c
10,18.68263,a
4,0.527291,c
3,14.62802,b
19,2.486561,b
8,3.05975,a
17,15.17059,b
10,12.10626,b
19,15.93952,c
19,7.958836,a
17,13.40288,c
10,9.27404,c
1,17.57925,b
8,4.780879,a
5,3.127337,b
2,9.796159,c
1,15.35894,a
4,8.209119,b
10,4.35119,a
19,12.72451,c
10,7.256288,a
18,0.325021,b
15,19.46981,b
15,11.99163,c
3,7.598423,c
5,7.082696,c
4,17.9509,b
1,5.073392,c
17,2.816727,a
5,4.841042,c
17,8.644373,b
2,6.611722,c
1,10.34763,b
17,3.977152,a
14,13.42762,a
4,0.8736758,a
16,16.78312,a
2,5.190628,b
16,14.46242,a
8,18.96733,c
17,9.723048,b
4,16.60406,a
4,18.90517,c
9,9.39439,a
3,5.808377,a
17,5.150523,b
12,10.32398,a
10,3.153391,b
1,3.17876,c
9,15.54362,b
17,10.11243,a
18,10.56008,b
10,18.2542,c
11,1.386185,b
12,13.33868,b
7,16.33757,a
4,0.4385502,b
17,1.512455,a
0,14.05513,a
16,15.36445,c
5,13.68835,a
12,2.16236,a
3,0.999672,c
19,9.912399,a
5,1.335205,c
8,4.531745,c
16,7.816606,c
2,9.535498,b
19,11.85722,c
17,6.613325,b
1,8.570296,c
12,17.357,a
19,11.05592,c
8,15.6614,c
5,9.425001,a
7,12.18284,c
3,4.491454,a
9,4.706044,b
1,11.64388,a
18,17.74056,c
4,14.31835,b
15,0.92229,b
16,2.412429,c
15,5.074056,b
13,16.6154,a
15,13.71799,c
16,8.508045,c
7,19.8279,a
5,1.72685,b
17,4.986996,c
17,0.846546,c
14,7.919818,a
19,0.78705,a
12,0.8577529,b
13,2.986257,b
17,15.27907,c
19,8.472042,a
12,9.427394,b
11,18.38369,a
2,4.333735,b
0,15.38742,a
8,14.35761,a
8,14.97863,b
10,2.07413,a
18,1.216917,b
2,2.677576,a
19,18.05359,b
2,4.636936,b
8,9.552368,a
6,1.858184,b
11,10.46935,c
6,11.54882,a
5,12.27604,a
16,17.9948,b
2,12.61733,a
7,14.95546,b
3,14.93899,b
10,7.027834,c
16,11.32397,c
17,15.46881,b
12,10.60665,c
19,16.14626,b
3,16.33823,b
4,15.86865,c
2,12.91203,a
1,12.21026,b
18,1.84244,c
6,16.58447,a
5,1.126873,b
14,2.659727,a
7,3.644604,b
0,11.66327,c
6,19.19272,c
5,14.29206,c
7,11.4856,a
17,19.04986,b
3,14.19577,c
2,6.279554,a
16,7.334274,b
4,13.61078,a
17,11.99325,b
12,0.7037005,b
9,11.87571,a
7,9.836073,c
7,6.9597,c
4,12.54969,c
10,4.116847,b
19,1.84546,b
10,4.839381,a
15,0.40417,b
5,0.1556343,a
16,2.788329,c
10,12.83665,a
7,18.16657,c
16,4.723895,c
16,4.998617,c
12,11.25474,a
18,13.30024,c
2,0.3667782,b
9,17.23717,a
11,12.58522,a
1,9.913474,a
11,12.99916,b
0,4.233273,b
5,0.5577973,c
13,14.68169,a
18,16.86099,c
19,1.182723,b
11,7.42993,b
1,13.29732,c
3,5.388705,b
10,14.54233,a
9,14.9745,a
13,15.51167,b
17,12.15185,c
16,8.438474,c
0,6.638793,c
0,3.051756,c
1,12.89743,a
15,3.441778,a
18,6.161656,b
10,6.399139,a
10,5.363061,a
8,2.959406,b
4,5.000843,b
5,9.233433,a
0,12.32786,b
17,3.35411,c
0,16.61165,a
1,17.36341,c
10,12.51501,c
2,15.11482,c
6,4.108131,c
14,16.11356,b
0,14.21177,c
12,2.57141,a
3,19.23326,a
2,9.675229,a
8,5.473311,c
9,17.62535,c
10,6.224999,a
12,1.064894,c
10,6.561375,b
10,4.535149,b
15,14.86708,b
11,18.58726,a
0,12.52509,a
10,8.112731,a
15,17.6267,a
6,4.124417,c
16,15.47856,b
17,7.570754,c
12,2.383439,c
15,17.03004,b
15,4.497377,c
11,13.08121,a
18,16.04786,c
18,13.63418,b
16,5.626039,b
5,12.16221,a
1,6.451483,b
15,9.259597,c
2,12.12001,b
6,0.2969484,a
3,4.265251,b
9,18.00714,a
1,19.38005,a
6,5.045296,c
12,5.674746,b
2,12.4443,a
1,11.08727,b
17,3.65859,b
7,15.39149,c
18,0.6435905,c
6,11.23015,c
6,16.9982,c
8,4.87315,c
8,1.258722,c
10,9.896242,a
11,14.8153,b
19,3.664137,b
10,0.571275,c
0,10.77034,b
5,6.199915,b
0,0.7885607,b
6,5.015758,b
15,0.8289889,c
12,4.85952,c
16,4.445667,c
5,8.268373,a
8,6.911239,b
18,17.82039,c
7,16.26194,a
19,16.30191,c
8,13.3707,c
12,9.366099,c
9,13.45634,a
16,4.425582,c
19,8.502962,b
13,2.791341,c
12,10.36607,b
2,18.7446,b
19,11.52041,b
9,7.714377,a
9,13.9933,a
5,19.89039,a
6,6.357986,c
18,10.0315,c
4,15.63707,b
9,6.283462,b
19,14.81366,b
7,5.215974,a
0,9.761093,c
8,19.10244,a
8,13.73442,b
14,7.859244,a
11,14.21288,c
7,11.76119,a
16,6.690293,c
7,11.59142,c
15,18.34841,b
15,8.119446,b
6,9.116785,a
11,13.06447,c
8,18.141,a
7,17.16071,a
9,2.10093,c
5,15.26781,b
2,10.5374,a
16,15.00912,c
8,8.123211,b
10,13.89925,b
14,5.251729,a
13,9.24467,c
5,18.62291,c
16,9.352665,a
17,0.008931188,c
8,12.45518,a
17,14.04449,c
17,17.94774,a
8,16.18032,a
19,12.78625,b
10,4.184214,a
13,4.028902,b
13,16.61596,a
15,15.69265,b
10,3.329734,c
6,15.94636,a
8,2.495039,c
18,19.70065,c
3,13.72265,c
17,19.47919,b
13,9.292621,b
13,9.211504,b
1,2.441819,a
0,12.82617,c
17,3.099819,c
16,18.95067,a
2,2.801066,c
18,17.28491,c
8,5.239355,a
19,19.8725,b
4,7.061409,c
10,15.13182,c
18,1.544116,a
6,4.393715,a
11,8.450739,c
18,13.54392,b
4,1.855713,a
12,2.464563,c
10,3.547838,a
8,15.1454,c
8,7.253921,b
7,11.43442,b
11,19.69623,b
14,9.534744,b
13,15.99433,a
14,17.27613,b
2,5.502582,a
1,4.989179,c
2,1.950597,c
14,6.354084,b
5,4.527136,c
7,1.417054,b
3,5.081622,b
2,18.10506,c
18,1.376358,c
0,12.22901,c
2,14.82206,b
4,13.18495,a
3,17.76664,c
15,14.16168,a
14,1.966663,a
14,9.476705,b
19,2.404851,b
12,7.848339,c
4,1.668292,b
10,12.07679,a
16,5.246778,a
1,7.70381,c
7,15.58272,a
7,16.76636,c
10,4.257784,a
9,5.246383,a
11,12.01108,b
5,10.34388,a
19,0.356155,b
13,11.97994,b
14,16.81684,b
4,3.762309,a
5,14.51825,b
6,2.775665,a
15,18.37511,a
4,4.684344,a
1,18.45046,b
15,12.42563,a
13,10.0892,a
7,11.36615,b
9,14.11795,c
2,5.023876,b
1,12.96346,a
3,1.475869,c
8,7.275037,b
18,2.184566,b
9,0.9710412,b
6,9.412786,c
9,12.61386,b
4,6.011788,b
14,12.08977,b
15,1.542809,c
3,17.54953,b
8,6.061369,c
19,2.564816,a
8,17.71246,b
2,11.24879,b
12,6.11336,a
0,8.24029,b
16,9.904137,b
13,0.8046872,c
12,5.053487,c
7,19.81143,c
18,10.54763,c
6,1.16179,a
4,5.407644,a
13,7.183363,a
14,19.78935,c
4,8.160024,b
4,10.44111,c
16,17.15604,c
0,17.24471,c
17,4.107107,c
5,3.46872,b
0,14.02287,a
4,11.85359,a
8,13.76024,a
6,2.74397,a
4,4.61509,c
19,8.60917,c
19,9.0493,b
15,0.008885115,b
18,12.28413,a
17,4.818393,c
4,7.831492,a
8,2.517137,a
12,18.71245,b
12,11.19634,c
9,6.166006,a
3,8.721947,b
12,4.280274,c
2,15.57978,b
14,2.014992,a
4,12.83952,b
10,19.26909,c
11,15.46635,a
8,4.831884,c
9,17.31892,b
18,18.69201,b
13,3.649286,c
1,9.937955,c
4,10.5216,b
3,16.61825,a
13,18.32948,a
8,11.46828,a
15,18.25087,c
16,17.79602,c
7,11.37737,b
13,15.90092,b
16,6.010334,c
3,17.53358,b
16,1.915232,a
12,4.713739,b
15,12.24174,c
2,19.268,a
8,1.283244,a
4,0.5799396,a
11,16.60657,a
18,4.003609,a
7,18.49599,b
7,13.06614,c
2,11.12421,a
8,9.136874,b
16,19.37423,b
2,5.682889,c
2,13.86023,c
3,19.77343,b
15,5.260276,c
14,8.455293,a
2,3.263527,b
5,3.660361,c
16,18.67031,c
11,14.9192,b
17,15.79033,b
0,12.62642,b
10,12.17316,a
12,16.55399,a
8,10.03221,a
10,3.952885,c
15,10.68627,b
14,14.26355,c
2,6.174998,a
7,8.913304,b
9,18.12673,c
16,4.563132,a
8,19.3391,b
12,5.667744,c
9,1.020205,b
4,19.06866,a
3,7.778704,c
6,18.76222,a
3,4.419796,b
0,17.13744,a
14,5.643465,c
14,17.21496,a
2,11.9729,a
5,6.839795,b
18,19.91197,b
0,3.347539,c
12,3.967157,c
15,17.17152,a
1,8.976844,a
5,10.99468,c
7,3.243635,b
2,11.76008,b
5,15.37439,a
2,13.41909,a
14,11.40557,a
19,11.37996,c
8,2.552204,a
7,18.14901,c
1,4.563921,b
17,13.19782,a
3,5.825828,a
7,1.654544,b
4,3.244264,b
18,9.055227,c
15,2.623363,b
7,5.553641,c
12,12.1069,b
2,13.07891,b
16,10.08367,a
17,8.657719,b
14,5.979162,b
6,2.679348,c
2,8.432472,b
6,15.6541,b
14,17.1756,b
4,13.51813,c
4,19.08572,b
9,6.623535,c
19,4.955483,a
12,1.558153,b
18,17.62742,c
15,2.990994,a
16,13.96948,a
11,17.2265,c
6,5.387185,b
15,0.3486882,c
3,7.132835,a
9,4.116421,c
17,16.22564,b
0,6.00845,c
0,10.02472,c
2,15.95299,c
7,3.194464,c
1,18.1481,b
16,11.08006,a
2,7.389203,b
19,7.086791,a
14,4.49921,c
4,15.16437,b
13,7.277311,c
4,0.1624256,b
4,6.152393,c
16,6.087693,c
13,17.67346,b
4,9.134785,b
19,4.09436,b
8,5.048117,b
3,18.59049,a
11,11.08874,a
4,3.536007,b
4,0.01069282,b
6,16.86631,a
1,4.701588,c
11,0.6759165,c
3,1.096751,a
17,16.76358,b
14,3.26547,b
0,7.321366,b
0,18.06484,b
3,13.41027,a
8,5.743899,c
10,6.904893,c
14,19.47343,b
15,11.08768,c
4,10.18772,a
5,14.71141,a
2,7.93373,a
14,7.582595,a
14,18.12732,b
9,6.37654,a
